datum;kraj_nuts_kod;okres_lau_kod;kumulativni_pocet_nakazenych;kumulativni_pocet_vylecenych;kumulativni_pocet_umrti
2020-06-24;CZ031;CZ0315;37;32;5
2020-06-24;CZ031;CZ0316;38;34;1
2020-06-24;CZ031;CZ0317;18;18;0
2020-06-24;CZ032;CZ0321;348;337;8
2020-06-24;CZ032;CZ0322;87;85;0
2020-06-24;CZ032;CZ0323;107;102;2
2020-06-24;CZ032;CZ0324;44;37;5
2020-06-24;CZ032;CZ0325;21;22;0
2020-06-24;CZ032;CZ0326;7;7;0
2020-06-24;CZ032;CZ0327;54;52;2
2020-06-24;CZ041;CZ0411;316;280;35
2020-06-24;CZ041;CZ0412;85;82;3
2020-06-24;CZ041;CZ0413;73;73;0
2020-06-24;CZ042;CZ0421;48;47;0
2020-06-24;CZ042;CZ0422;28;28;1
2020-06-24;CZ042;CZ0423;269;262;11
2020-06-24;CZ042;CZ0424;29;25;3
2020-06-24;CZ042;CZ0425;42;40;6
2020-06-24;CZ042;CZ0426;61;63;0
2020-06-24;CZ042;CZ0427;86;86;0
2020-06-24;CZ051;CZ0511;8;8;0
2020-06-24;CZ051;CZ0512;83;80;2
2020-06-24;CZ051;CZ0513;113;71;2
2020-06-24;CZ051;CZ0514;44;39;1
2020-06-24;CZ052;CZ0521;75;67;1
2020-06-24;CZ052;CZ0522;27;23;1
2020-06-24;CZ052;CZ0523;67;69;0
2020-06-24;CZ052;CZ0524;19;17;1
2020-06-24;CZ052;CZ0525;30;27;1
2020-06-24;CZ053;CZ0531;94;79;0
2020-06-24;CZ053;CZ0532;146;142;5
2020-06-24;CZ053;CZ0533;39;37;2
2020-06-24;CZ053;CZ0534;25;23;2
2020-06-24;CZ063;CZ0631;93;95;3
2020-06-24;CZ063;CZ0632;17;15;0
2020-06-24;CZ063;CZ0633;2;2;0
2020-06-24;CZ063;CZ0634;33;33;1
2020-06-24;CZ063;CZ0635;43;42;0
2020-06-24;CZ064;CZ0641;35;31;0
2020-06-24;CZ064;CZ0642;267;207;5
2020-06-24;CZ064;CZ0643;90;70;3
2020-06-24;CZ064;CZ0644;120;109;14
2020-06-24;CZ064;CZ0645;15;17;0
2020-06-24;CZ064;CZ0646;40;34;0
2020-06-24;CZ064;CZ0647;81;74;0
2020-06-24;CZ071;CZ0711;10;10;0
2020-06-24;CZ071;CZ0712;647;544;21
2020-06-24;CZ071;CZ0713;84;81;0
2020-06-24;CZ071;CZ0714;74;56;1
2020-06-24;CZ071;CZ0715;53;50;0
2020-06-24;CZ072;CZ0721;40;36;0
2020-06-24;CZ072;CZ0722;145;145;2
2020-06-24;CZ072;CZ0723;50;49;0
2020-06-24;CZ072;CZ0724;148;140;2
2020-06-24;CZ080;CZ0801;29;29;1
2020-06-24;CZ080;CZ0802;386;283;9
2020-06-24;CZ080;CZ0803;863;444;5
2020-06-24;CZ080;CZ0804;113;100;6
2020-06-24;CZ080;CZ0805;207;198;9
2020-06-24;CZ080;CZ0806;509;445;34
2020-06-24;;;9;96;0
2020-06-25;CZ010;CZ0100;2358;2122;104
2020-06-25;CZ020;CZ0201;92;92;1
2020-06-25;CZ020;CZ0202;88;79;1
2020-06-25;CZ020;CZ0203;126;110;6
2020-06-25;CZ020;CZ0204;76;66;1
2020-06-25;CZ020;CZ0205;39;38;1
2020-06-25;CZ020;CZ0206;111;109;2
2020-06-25;CZ020;CZ0207;73;58;1
2020-06-25;CZ020;CZ0208;72;63;1
2020-06-25;CZ020;CZ0209;227;198;4
2020-06-25;CZ020;CZ020A;201;179;4
2020-06-25;CZ020;CZ020B;50;46;2
2020-06-25;CZ020;CZ020C;21;17;0
2020-06-25;CZ031;CZ0311;44;44;0
2020-06-25;CZ031;CZ0312;23;23;0
2020-06-25;CZ031;CZ0313;19;19;0
2020-06-25;CZ031;CZ0314;15;13;0
2020-06-25;CZ031;CZ0315;41;32;5
2020-06-25;CZ031;CZ0316;39;34;1
2020-06-25;CZ031;CZ0317;18;18;0
2020-06-25;CZ032;CZ0321;348;337;8
2020-06-25;CZ032;CZ0322;87;85;0
2020-06-25;CZ032;CZ0323;107;102;2
2020-06-25;CZ032;CZ0324;44;38;5
2020-06-25;CZ032;CZ0325;21;22;0
2020-06-25;CZ032;CZ0326;7;7;0
2020-06-25;CZ032;CZ0327;54;52;2
2020-06-25;CZ041;CZ0411;316;280;35
2020-06-25;CZ041;CZ0412;85;83;3
2020-06-25;CZ041;CZ0413;74;73;0
2020-06-25;CZ042;CZ0421;48;47;0
2020-06-25;CZ042;CZ0422;28;28;1
2020-06-25;CZ042;CZ0423;269;262;11
2020-06-25;CZ042;CZ0424;29;25;3
2020-06-25;CZ042;CZ0425;42;40;6
2020-06-25;CZ042;CZ0426;61;63;0
2020-06-25;CZ042;CZ0427;86;86;0
2020-06-25;CZ051;CZ0511;9;8;0
2020-06-25;CZ051;CZ0512;83;80;2
2020-06-25;CZ051;CZ0513;114;71;2
2020-06-25;CZ051;CZ0514;44;39;1
2020-06-25;CZ052;CZ0521;75;67;1
2020-06-25;CZ052;CZ0522;28;23;1
2020-06-25;CZ052;CZ0523;68;69;0
2020-06-25;CZ052;CZ0524;19;17;1
2020-06-25;CZ052;CZ0525;30;27;1
2020-06-25;CZ053;CZ0531;94;79;0
2020-06-25;CZ053;CZ0532;146;142;5
2020-06-25;CZ053;CZ0533;39;37;2
2020-06-25;CZ053;CZ0534;25;24;2
2020-06-25;CZ063;CZ0631;93;95;3
2020-06-25;CZ063;CZ0632;17;15;0
2020-06-25;CZ063;CZ0633;2;2;0
2020-06-25;CZ063;CZ0634;33;33;1
2020-06-25;CZ063;CZ0635;43;42;0
2020-06-25;CZ064;CZ0641;35;31;0
2020-06-25;CZ064;CZ0642;270;209;5
2020-06-25;CZ064;CZ0643;90;70;3
2020-06-25;CZ064;CZ0644;120;109;14
2020-06-25;CZ064;CZ0645;15;17;0
2020-06-25;CZ064;CZ0646;40;37;0
2020-06-25;CZ064;CZ0647;81;74;0
2020-06-25;CZ071;CZ0711;10;10;0
2020-06-25;CZ071;CZ0712;648;553;21
2020-06-25;CZ071;CZ0713;84;82;0
2020-06-25;CZ071;CZ0714;74;56;1
2020-06-25;CZ071;CZ0715;53;51;0
2020-06-25;CZ072;CZ0721;40;36;0
2020-06-25;CZ072;CZ0722;145;145;2
2020-06-25;CZ072;CZ0723;50;49;0
2020-06-25;CZ072;CZ0724;148;141;2
2020-06-25;CZ080;CZ0801;29;29;1
2020-06-25;CZ080;CZ0802;390;285;9
2020-06-25;CZ080;CZ0803;907;474;5
2020-06-25;CZ080;CZ0804;114;100;6
2020-06-25;CZ080;CZ0805;208;199;9
2020-06-25;CZ080;CZ0806;510;452;34
2020-06-25;;;9;98;0
2020-06-26;CZ010;CZ0100;2369;2139;104
2020-06-26;CZ020;CZ0201;93;92;1
2020-06-26;CZ020;CZ0202;88;79;1
2020-06-26;CZ020;CZ0203;126;111;6
2020-06-26;CZ020;CZ0204;78;66;1
2020-06-26;CZ020;CZ0205;39;38;1
2020-06-26;CZ020;CZ0206;112;109;2
2020-06-26;CZ020;CZ0207;73;59;1
2020-06-26;CZ020;CZ0208;73;64;1
2020-06-26;CZ020;CZ0209;231;200;4
2020-06-26;CZ020;CZ020A;201;182;4
2020-06-26;CZ020;CZ020B;50;46;2
2020-06-26;CZ020;CZ020C;21;17;0
2020-06-26;CZ031;CZ0311;44;44;0
2020-06-26;CZ031;CZ0312;23;23;0
2020-06-26;CZ031;CZ0313;19;19;0
2020-06-26;CZ031;CZ0314;15;13;0
2020-06-26;CZ031;CZ0315;41;32;5
2020-06-26;CZ031;CZ0316;40;35;1
2020-06-26;CZ031;CZ0317;18;18;0
2020-06-26;CZ032;CZ0321;348;337;8
2020-06-26;CZ032;CZ0322;87;85;0
2020-06-26;CZ032;CZ0323;107;102;2
2020-06-26;CZ032;CZ0324;44;38;5
2020-06-26;CZ032;CZ0325;21;22;0
2020-06-26;CZ032;CZ0326;7;7;0
2020-06-26;CZ032;CZ0327;54;52;2
2020-06-26;CZ041;CZ0411;316;280;35
2020-06-26;CZ041;CZ0412;85;83;3
2020-06-26;CZ041;CZ0413;74;73;0
2020-06-26;CZ042;CZ0421;48;47;0
2020-06-26;CZ042;CZ0422;28;28;1
2020-06-26;CZ042;CZ0423;269;262;11
2020-06-26;CZ042;CZ0424;29;26;3
2020-06-26;CZ042;CZ0425;42;40;6
2020-06-26;CZ042;CZ0426;61;64;0
2020-06-26;CZ042;CZ0427;86;86;0
2020-06-26;CZ051;CZ0511;10;8;0
2020-06-26;CZ051;CZ0512;83;80;2
2020-06-26;CZ051;CZ0513;115;71;2
2020-06-26;CZ051;CZ0514;44;39;1
2020-06-26;CZ052;CZ0521;75;67;1
2020-06-26;CZ052;CZ0522;28;23;1
2020-06-26;CZ052;CZ0523;68;69;0
2020-06-26;CZ052;CZ0524;19;17;1
2020-06-26;CZ052;CZ0525;31;27;1
2020-06-26;CZ053;CZ0531;94;79;0
2020-06-26;CZ053;CZ0532;152;142;5
2020-06-26;CZ053;CZ0533;39;37;2
2020-06-26;CZ053;CZ0534;25;24;2
2020-06-26;CZ063;CZ0631;93;95;3
2020-06-26;CZ063;CZ0632;17;16;0
2020-06-26;CZ063;CZ0633;2;2;0
2020-06-26;CZ063;CZ0634;33;33;1
2020-06-26;CZ063;CZ0635;43;42;0
2020-06-26;CZ064;CZ0641;35;31;0
2020-06-26;CZ064;CZ0642;272;213;5
2020-06-26;CZ064;CZ0643;90;71;3
2020-06-26;CZ064;CZ0644;120;109;14
2020-06-26;CZ064;CZ0645;15;17;0
2020-06-26;CZ064;CZ0646;40;37;0
2020-06-26;CZ064;CZ0647;81;74;0
2020-06-26;CZ071;CZ0711;10;10;0
2020-06-26;CZ071;CZ0712;653;557;21
2020-06-26;CZ071;CZ0713;84;83;0
2020-06-26;CZ071;CZ0714;79;57;1
2020-06-26;CZ071;CZ0715;54;51;0
2020-06-26;CZ072;CZ0721;40;36;0
2020-06-26;CZ072;CZ0722;145;145;2
2020-06-26;CZ072;CZ0723;50;49;0
2020-06-26;CZ072;CZ0724;148;143;2
2020-06-26;CZ080;CZ0801;29;29;1
2020-06-26;CZ080;CZ0802;398;290;9
2020-06-26;CZ080;CZ0803;987;498;5
2020-06-26;CZ080;CZ0804;114;100;6
2020-06-26;CZ080;CZ0805;208;199;9
2020-06-26;CZ080;CZ0806;526;456;35
2020-06-26;;;9;100;0
2020-06-27;CZ010;CZ0100;2378;2147;104
2020-06-27;CZ020;CZ0201;93;92;1
2020-06-27;CZ020;CZ0202;88;79;1
2020-06-27;CZ020;CZ0203;127;111;6
2020-06-27;CZ020;CZ0204;79;66;1
2020-06-27;CZ020;CZ0205;39;38;1
2020-06-27;CZ020;CZ0206;112;109;2
2020-06-27;CZ020;CZ0207;73;60;1
2020-06-27;CZ020;CZ0208;73;64;1
2020-06-27;CZ020;CZ0209;231;202;4
2020-06-27;CZ020;CZ020A;202;183;4
2020-06-27;CZ020;CZ020B;50;46;2
2020-06-27;CZ020;CZ020C;21;17;0
2020-06-27;CZ031;CZ0311;44;44;0
2020-06-27;CZ031;CZ0312;23;23;0
2020-06-27;CZ031;CZ0313;19;19;0
2020-06-27;CZ031;CZ0314;15;13;0
2020-06-27;CZ031;CZ0315;41;32;5
2020-06-27;CZ031;CZ0316;40;35;1
2020-06-27;CZ031;CZ0317;18;18;0
2020-06-27;CZ032;CZ0321;348;337;8
2020-06-27;CZ032;CZ0322;87;85;0
2020-06-27;CZ032;CZ0323;107;102;2
2020-06-27;CZ032;CZ0324;45;38;5
2020-06-27;CZ032;CZ0325;21;22;0
2020-06-27;CZ032;CZ0326;7;7;0
2020-06-27;CZ032;CZ0327;54;52;2
2020-06-27;CZ041;CZ0411;316;281;35
2020-06-27;CZ041;CZ0412;85;83;3
2020-06-27;CZ041;CZ0413;74;73;0
2020-06-27;CZ042;CZ0421;48;47;0
2020-06-27;CZ042;CZ0422;28;28;1
2020-06-27;CZ042;CZ0423;269;262;11
2020-06-27;CZ042;CZ0424;29;26;3
2020-06-27;CZ042;CZ0425;42;40;6
2020-06-27;CZ042;CZ0426;61;64;0
2020-06-27;CZ042;CZ0427;86;86;0
2020-06-27;CZ051;CZ0511;10;8;0
2020-06-27;CZ051;CZ0512;83;80;2
2020-06-27;CZ051;CZ0513;115;71;2
2020-06-27;CZ051;CZ0514;44;39;1
2020-06-27;CZ052;CZ0521;75;67;1
2020-06-27;CZ052;CZ0522;28;23;1
2020-06-27;CZ052;CZ0523;68;69;0
2020-06-27;CZ052;CZ0524;19;17;1
2020-06-27;CZ052;CZ0525;31;27;1
2020-06-27;CZ053;CZ0531;94;79;0
2020-06-27;CZ053;CZ0532;153;142;5
2020-06-27;CZ053;CZ0533;39;37;2
2020-06-27;CZ053;CZ0534;25;24;2
2020-06-27;CZ063;CZ0631;93;95;3
2020-06-27;CZ063;CZ0632;17;16;0
2020-06-27;CZ063;CZ0633;2;2;0
2020-06-27;CZ063;CZ0634;33;33;1
2020-06-27;CZ063;CZ0635;43;42;0
2020-06-27;CZ064;CZ0641;35;31;0
2020-06-27;CZ064;CZ0642;272;213;5
2020-06-27;CZ064;CZ0643;92;71;3
2020-06-27;CZ064;CZ0644;120;109;14
2020-06-27;CZ064;CZ0645;15;17;0
2020-06-27;CZ064;CZ0646;40;37;0
2020-06-27;CZ064;CZ0647;81;74;0
2020-06-27;CZ071;CZ0711;10;10;0
2020-06-27;CZ071;CZ0712;653;557;22
2020-06-27;CZ071;CZ0713;84;83;0
2020-06-27;CZ071;CZ0714;82;57;1
2020-06-27;CZ071;CZ0715;54;51;0
2020-06-27;CZ072;CZ0721;40;36;0
2020-06-27;CZ072;CZ0722;145;145;2
2020-06-27;CZ072;CZ0723;50;49;0
2020-06-27;CZ072;CZ0724;148;143;2
2020-06-27;CZ080;CZ0801;29;29;1
2020-06-27;CZ080;CZ0802;418;291;9
2020-06-27;CZ080;CZ0803;1131;506;5
2020-06-27;CZ080;CZ0804;118;100;6
2020-06-27;CZ080;CZ0805;210;199;9
2020-06-27;CZ080;CZ0806;539;456;35
2020-06-27;;;9;101;0
2020-06-28;CZ010;CZ0100;2385;2155;104
2020-06-28;CZ020;CZ0201;93;92;1
2020-06-28;CZ020;CZ0202;88;79;1
2020-06-28;CZ020;CZ0203;128;111;6
2020-06-28;CZ020;CZ0204;80;66;1
2020-06-28;CZ020;CZ0205;39;38;1
2020-06-28;CZ020;CZ0206;112;110;2
2020-06-28;CZ020;CZ0207;73;60;1
2020-06-28;CZ020;CZ0208;73;65;1
2020-06-28;CZ020;CZ0209;232;202;4
2020-06-28;CZ020;CZ020A;202;183;4
2020-06-28;CZ020;CZ020B;51;46;2
2020-06-28;CZ020;CZ020C;21;17;0
2020-06-28;CZ031;CZ0311;44;44;0
2020-06-28;CZ031;CZ0312;23;23;0
2020-06-28;CZ031;CZ0313;19;19;0
2020-06-28;CZ031;CZ0314;15;13;0
2020-06-28;CZ031;CZ0315;41;32;5
2020-06-28;CZ031;CZ0316;40;35;1
2020-06-28;CZ031;CZ0317;18;18;0
2020-06-28;CZ032;CZ0321;348;337;8
2020-06-28;CZ032;CZ0322;87;85;0
2020-06-28;CZ032;CZ0323;108;102;2
2020-06-28;CZ032;CZ0324;45;38;5
2020-06-28;CZ032;CZ0325;21;22;0
2020-06-28;CZ032;CZ0326;8;7;0
2020-06-28;CZ032;CZ0327;54;52;2
2020-06-28;CZ041;CZ0411;317;281;35
2020-06-28;CZ041;CZ0412;85;83;3
2020-06-28;CZ041;CZ0413;74;73;0
2020-06-28;CZ042;CZ0421;48;47;0
2020-06-28;CZ042;CZ0422;28;28;1
2020-06-28;CZ042;CZ0423;269;262;11
2020-06-28;CZ042;CZ0424;29;26;3
2020-06-28;CZ042;CZ0425;42;40;6
2020-06-28;CZ042;CZ0426;61;64;0
2020-06-28;CZ042;CZ0427;86;86;0
2020-06-28;CZ051;CZ0511;10;8;0
2020-06-28;CZ051;CZ0512;83;80;2
2020-06-28;CZ051;CZ0513;115;71;2
2020-06-28;CZ051;CZ0514;44;39;1
2020-06-28;CZ052;CZ0521;75;67;1
2020-06-28;CZ052;CZ0522;28;23;1
2020-06-28;CZ052;CZ0523;68;69;0
2020-06-28;CZ052;CZ0524;19;17;1
2020-06-28;CZ052;CZ0525;31;27;1
2020-06-28;CZ053;CZ0531;94;79;0
2020-06-28;CZ053;CZ0532;153;142;5
2020-06-28;CZ053;CZ0533;39;37;2
2020-06-28;CZ053;CZ0534;25;24;2
2020-06-28;CZ063;CZ0631;93;95;3
2020-06-28;CZ063;CZ0632;17;16;0
2020-06-28;CZ063;CZ0633;2;2;0
2020-06-28;CZ063;CZ0634;33;33;1
2020-06-28;CZ063;CZ0635;43;42;0
2020-06-28;CZ064;CZ0641;35;31;0
2020-06-28;CZ064;CZ0642;272;213;5
2020-06-28;CZ064;CZ0643;92;71;3
2020-06-28;CZ064;CZ0644;120;109;14
2020-06-28;CZ064;CZ0645;15;17;0
2020-06-28;CZ064;CZ0646;40;37;0
2020-06-28;CZ064;CZ0647;81;74;0
2020-06-28;CZ071;CZ0711;10;10;0
2020-06-28;CZ071;CZ0712;653;557;22
2020-06-28;CZ071;CZ0713;84;83;0
2020-06-28;CZ071;CZ0714;84;57;1
2020-06-28;CZ071;CZ0715;54;51;0
2020-06-28;CZ072;CZ0721;40;36;0
2020-06-28;CZ072;CZ0722;145;145;2
2020-06-28;CZ072;CZ0723;50;49;0
2020-06-28;CZ072;CZ0724;148;143;2
2020-06-28;CZ080;CZ0801;29;29;1
2020-06-28;CZ080;CZ0802;442;291;9
2020-06-28;CZ080;CZ0803;1309;511;5
2020-06-28;CZ080;CZ0804;120;100;6
2020-06-28;CZ080;CZ0805;212;200;9
2020-06-28;CZ080;CZ0806;560;458;35
2020-06-28;;;9;104;0
2020-06-29;CZ010;CZ0100;2388;2164;104
2020-06-29;CZ020;CZ0201;93;93;1
2020-06-29;CZ020;CZ0202;88;79;1
2020-06-29;CZ020;CZ0203;128;113;6
2020-06-29;CZ020;CZ0204;80;66;1
2020-06-29;CZ020;CZ0205;39;38;1
2020-06-29;CZ020;CZ0206;112;110;2
2020-06-29;CZ020;CZ0207;73;60;1
2020-06-29;CZ020;CZ0208;73;65;1
2020-06-29;CZ020;CZ0209;236;202;4
2020-06-29;CZ020;CZ020A;204;184;4
2020-06-29;CZ020;CZ020B;51;46;2
2020-06-29;CZ020;CZ020C;21;18;0
2020-06-29;CZ031;CZ0311;44;44;0
2020-06-29;CZ031;CZ0312;23;23;0
2020-06-29;CZ031;CZ0313;19;19;0
2020-06-29;CZ031;CZ0314;15;13;0
2020-06-29;CZ031;CZ0315;41;32;5
2020-06-29;CZ031;CZ0316;40;35;1
2020-06-29;CZ031;CZ0317;18;18;0
2020-06-29;CZ032;CZ0321;348;337;8
2020-06-29;CZ032;CZ0322;87;86;0
2020-06-29;CZ032;CZ0323;108;102;2
2020-06-29;CZ032;CZ0324;45;38;5
2020-06-29;CZ032;CZ0325;21;22;0
2020-06-29;CZ032;CZ0326;8;7;0
2020-06-29;CZ032;CZ0327;54;52;2
2020-06-29;CZ041;CZ0411;317;281;35
2020-06-29;CZ041;CZ0412;85;83;3
2020-06-29;CZ041;CZ0413;74;73;0
2020-06-29;CZ042;CZ0421;48;47;0
2020-06-29;CZ042;CZ0422;28;28;1
2020-06-29;CZ042;CZ0423;269;265;11
2020-06-29;CZ042;CZ0424;29;26;3
2020-06-29;CZ042;CZ0425;42;40;6
2020-06-29;CZ042;CZ0426;61;64;0
2020-06-29;CZ042;CZ0427;87;86;0
2020-06-29;CZ051;CZ0511;10;8;0
2020-06-29;CZ051;CZ0512;84;80;2
2020-06-29;CZ051;CZ0513;118;71;2
2020-06-29;CZ051;CZ0514;44;39;1
2020-06-29;CZ052;CZ0521;75;67;1
2020-06-29;CZ052;CZ0522;28;23;1
2020-06-29;CZ052;CZ0523;68;69;0
2020-06-29;CZ052;CZ0524;19;17;1
2020-06-29;CZ052;CZ0525;32;27;1
2020-06-29;CZ053;CZ0531;96;79;0
2020-06-29;CZ053;CZ0532;153;142;5
2020-06-29;CZ053;CZ0533;39;37;2
2020-06-29;CZ053;CZ0534;25;24;2
2020-06-29;CZ063;CZ0631;93;95;3
2020-06-29;CZ063;CZ0632;17;16;0
2020-06-29;CZ063;CZ0633;2;2;0
2020-06-29;CZ063;CZ0634;33;33;1
2020-06-29;CZ063;CZ0635;43;42;0
2020-06-29;CZ064;CZ0641;35;32;0
2020-06-29;CZ064;CZ0642;272;219;5
2020-06-29;CZ064;CZ0643;92;71;3
2020-06-29;CZ064;CZ0644;120;109;14
2020-06-29;CZ064;CZ0645;15;17;0
2020-06-29;CZ064;CZ0646;40;37;0
2020-06-29;CZ064;CZ0647;81;74;0
2020-06-29;CZ071;CZ0711;10;10;0
2020-06-29;CZ071;CZ0712;658;562;22
2020-06-29;CZ071;CZ0713;84;83;0
2020-06-29;CZ071;CZ0714;84;57;1
2020-06-29;CZ071;CZ0715;54;51;0
2020-06-29;CZ072;CZ0721;40;36;0
2020-06-29;CZ072;CZ0722;145;145;2
2020-06-29;CZ072;CZ0723;50;49;0
2020-06-29;CZ072;CZ0724;148;145;2
2020-06-29;CZ080;CZ0801;29;29;1
2020-06-29;CZ080;CZ0802;450;295;9
2020-06-29;CZ080;CZ0803;1438;525;5
2020-06-29;CZ080;CZ0804;121;101;6
2020-06-29;CZ080;CZ0805;212;200;9
2020-06-29;CZ080;CZ0806;577;459;35
2020-06-29;;;10;106;0
2020-06-30;CZ010;CZ0100;2396;2183;104
2020-06-30;CZ020;CZ0201;93;93;1
2020-06-30;CZ020;CZ0202;88;79;1
2020-06-30;CZ020;CZ0203;128;113;6
2020-06-30;CZ020;CZ0204;80;66;1
2020-06-30;CZ020;CZ0205;39;38;1
2020-06-30;CZ020;CZ0206;113;110;2
2020-06-30;CZ020;CZ0207;73;61;1
2020-06-30;CZ020;CZ0208;75;66;1
2020-06-30;CZ020;CZ0209;237;204;4
2020-06-30;CZ020;CZ020A;206;184;4
2020-06-30;CZ020;CZ020B;51;47;2
2020-06-30;CZ020;CZ020C;21;18;0
2020-06-30;CZ031;CZ0311;44;44;0
2020-06-30;CZ031;CZ0312;23;23;0
2020-06-30;CZ031;CZ0313;19;19;0
2020-06-30;CZ031;CZ0314;15;14;0
2020-06-30;CZ031;CZ0315;41;32;5
2020-06-30;CZ031;CZ0316;40;35;1
2020-06-30;CZ031;CZ0317;18;18;0
2020-06-30;CZ032;CZ0321;348;337;8
2020-06-30;CZ032;CZ0322;87;86;0
2020-06-30;CZ032;CZ0323;108;102;2
2020-06-30;CZ032;CZ0324;45;38;5
2020-06-30;CZ032;CZ0325;21;22;0
2020-06-30;CZ032;CZ0326;8;7;0
2020-06-30;CZ032;CZ0327;54;52;2
2020-06-30;CZ041;CZ0411;317;281;35
2020-06-30;CZ041;CZ0412;85;83;3
2020-06-30;CZ041;CZ0413;74;74;0
2020-06-30;CZ042;CZ0421;48;47;0
2020-06-30;CZ042;CZ0422;28;28;1
2020-06-30;CZ042;CZ0423;269;265;11
2020-06-30;CZ042;CZ0424;29;26;3
2020-06-30;CZ042;CZ0425;42;40;6
2020-06-30;CZ042;CZ0426;61;64;0
2020-06-30;CZ042;CZ0427;87;86;0
2020-06-30;CZ051;CZ0511;11;8;0
2020-06-30;CZ051;CZ0512;85;80;2
2020-06-30;CZ051;CZ0513;121;71;2
2020-06-30;CZ051;CZ0514;45;39;1
2020-06-30;CZ052;CZ0521;75;67;1
2020-06-30;CZ052;CZ0522;28;23;1
2020-06-30;CZ052;CZ0523;69;69;0
2020-06-30;CZ052;CZ0524;19;17;1
2020-06-30;CZ052;CZ0525;32;27;1
2020-06-30;CZ053;CZ0531;96;79;0
2020-06-30;CZ053;CZ0532;153;142;5
2020-06-30;CZ053;CZ0533;39;37;2
2020-06-30;CZ053;CZ0534;25;24;2
2020-06-30;CZ063;CZ0631;93;95;3
2020-06-30;CZ063;CZ0632;17;17;0
2020-06-30;CZ063;CZ0633;2;2;0
2020-06-30;CZ063;CZ0634;34;33;1
2020-06-30;CZ063;CZ0635;43;42;0
2020-06-30;CZ064;CZ0641;35;32;0
2020-06-30;CZ064;CZ0642;272;221;5
2020-06-30;CZ064;CZ0643;93;71;3
2020-06-30;CZ064;CZ0644;120;109;14
2020-06-30;CZ064;CZ0645;15;17;0
2020-06-30;CZ064;CZ0646;40;37;0
2020-06-30;CZ064;CZ0647;81;74;0
2020-06-30;CZ071;CZ0711;10;10;0
2020-06-30;CZ071;CZ0712;660;568;22
2020-06-30;CZ071;CZ0713;84;83;0
2020-06-30;CZ071;CZ0714;84;57;1
2020-06-30;CZ071;CZ0715;54;51;0
2020-06-30;CZ072;CZ0721;40;36;0
2020-06-30;CZ072;CZ0722;145;145;2
2020-06-30;CZ072;CZ0723;50;49;0
2020-06-30;CZ072;CZ0724;148;146;2
2020-06-30;CZ080;CZ0801;30;29;1
2020-06-30;CZ080;CZ0802;456;296;10
2020-06-30;CZ080;CZ0803;1520;549;5
2020-06-30;CZ080;CZ0804;122;101;6
2020-06-30;CZ080;CZ0805;212;200;9
2020-06-30;CZ080;CZ0806;588;461;35
2020-06-30;;;10;108;0
2020-07-01;CZ010;CZ0100;2404;2205;104
2020-07-01;CZ020;CZ0201;93;93;1
2020-07-01;CZ020;CZ0202;89;79;1
2020-07-01;CZ020;CZ0203;128;115;6
2020-07-01;CZ020;CZ0204;81;66;1
2020-07-01;CZ020;CZ0205;39;38;1
2020-07-01;CZ020;CZ0206;113;110;2
2020-07-01;CZ020;CZ0207;73;61;1
2020-07-01;CZ020;CZ0208;75;67;1
2020-07-01;CZ020;CZ0209;239;207;4
2020-07-01;CZ020;CZ020A;206;189;4
2020-07-01;CZ020;CZ020B;51;47;2
2020-07-01;CZ020;CZ020C;21;18;0
2020-07-01;CZ031;CZ0311;44;44;0
2020-07-01;CZ031;CZ0312;23;23;0
2020-07-01;CZ031;CZ0313;19;19;0
2020-07-01;CZ031;CZ0314;15;14;0
2020-07-01;CZ031;CZ0315;41;32;5
2020-07-01;CZ031;CZ0316;40;36;1
2020-07-01;CZ031;CZ0317;18;18;0
2020-07-01;CZ032;CZ0321;348;337;8
2020-07-01;CZ032;CZ0322;87;86;0
2020-07-01;CZ032;CZ0323;108;102;2
2020-07-01;CZ032;CZ0324;48;38;5
2020-07-01;CZ032;CZ0325;21;22;0
2020-07-01;CZ032;CZ0326;8;7;0
2020-07-01;CZ032;CZ0327;54;52;2
2020-07-01;CZ041;CZ0411;317;281;35
2020-07-01;CZ041;CZ0412;85;83;3
2020-07-01;CZ041;CZ0413;74;74;0
2020-07-01;CZ042;CZ0421;48;47;0
2020-07-01;CZ042;CZ0422;28;28;1
2020-07-01;CZ042;CZ0423;269;265;11
2020-07-01;CZ042;CZ0424;29;26;3
2020-07-01;CZ042;CZ0425;42;40;6
2020-07-01;CZ042;CZ0426;61;64;0
2020-07-01;CZ042;CZ0427;87;87;0
2020-07-01;CZ051;CZ0511;11;8;0
2020-07-01;CZ051;CZ0512;90;80;2
2020-07-01;CZ051;CZ0513;129;71;2
2020-07-01;CZ051;CZ0514;45;39;1
2020-07-01;CZ052;CZ0521;75;67;1
2020-07-01;CZ052;CZ0522;28;23;1
2020-07-01;CZ052;CZ0523;69;69;0
2020-07-01;CZ052;CZ0524;19;17;1
2020-07-01;CZ052;CZ0525;32;28;1
2020-07-01;CZ053;CZ0531;97;79;0
2020-07-01;CZ053;CZ0532;153;142;5
2020-07-01;CZ053;CZ0533;39;37;2
2020-07-01;CZ053;CZ0534;25;24;2
2020-07-01;CZ063;CZ0631;93;95;3
2020-07-01;CZ063;CZ0632;17;17;0
2020-07-01;CZ063;CZ0633;2;2;0
